index,seed,epsilon,learning_rate,mse_x100
731,3980326754,20,0.001,0.812467
59,394648074,20,0.001,1.054323
562,3003078969,20,0.001,1.117865
473,2496665773,20,0.001,1.021145
791,4235440863,20,0.001,1.179303
590,3122884426,20,0.001,0.926653
255,1504865558,20,0.001,0.898261
64,432844083,20,0.001,1.225867
651,3493553134,20,0.001,0.89625
395,2158855564,20,0.001,1.044472
721,3921314390,20,0.001,1.142898
568,3029774721,20,0.001,1.093072
668,3596653133,20,0.001,0.941059
257,1506939261,20,0.001,0.905234
393,2150553651,20,0.001,0.994632
105,611740421,20,0.001,0.833789
485,2554939550,20,0.001,1.060993
692,3760755573,20,0.001,1.15211
131,724971537,20,0.001,1.729592
140,758205763,20,0.001,1.015586
199,1161561840,20,0.001,0.936384
3,21174011,20,0.001,1.007798
43,270656786,20,0.001,1.237948
106,617166321,20,0.001,0.9979
519,2701434094,20,0.001,1.210637
158,902042846,20,0.001,1.406271
30,169732016,20,0.001,0.954758
440,2360502694,20,0.001,0.965365
564,3008411910,20,0.001,1.040216
70,445137485,20,0.001,1.058946
446,2389495087,20,0.001,0.935671
111,647698690,20,0.001,0.944006
239,1398484920,20,0.001,1.311456
466,2470762242,20,0.001,1.105522
172,976112731,20,0.001,1.19967
44,272352353,20,0.001,0.951594
710,3877630807,20,0.001,1.02465
768,4110967985,20,0.001,1.158126
522,2715378609,20,0.001,1.030068
728,3951062027,20,0.001,0.852932
797,4284553206,20,0.001,0.941978
480,2522820003,20,0.001,1.24702
260,1521987554,20,0.001,1.208987
325,1850540657,20,0.001,1.260682
420,2264540520,20,0.001,1.116451
243,1408839075,20,0.001,1.175654
67,442520612,20,0.001,1.273216
530,2780540957,20,0.001,1.129672
417,2254686220,20,0.001,0.997256
483,2541896510,20,0.001,0.902652
491,2588718722,20,0.001,0.927117
602,3191878208,20,0.001,0.998589
360,2023190408,20,0.001,1.029417
591,3124267070,20,0.001,0.929345
560,2993669067,20,0.001,1.163683
165,940384068,20,0.001,1.176494
632,3337992903,20,0.001,1.492268
403,2199766449,20,0.001,0.926338
265,1554938878,20,0.001,1.109423
272,1574408004,20,0.001,1.176044
254,1482483631,20,0.001,0.988411
389,2143545896,20,0.001,1.142248
146,811164311,20,0.001,1.14765
261,1531464075,20,0.001,0.903768
348,1965403372,20,0.001,0.884491
528,2767536841,20,0.001,0.947168
680,3682145537,20,0.001,0.981722
244,1412693097,20,0.001,1.220794
509,2661570197,20,0.001,0.888467
748,4012994154,20,0.001,0.877571
432,2322983363,20,0.001,0.832702
94,562268768,20,0.001,1.143933
678,3673102392,20,0.001,0.987028
377,2109090333,20,0.001,1.093073
198,1154111010,20,0.001,1.058719
424,2282138552,20,0.001,1.199904
337,1906945232,20,0.001,1.257714
425,2285642393,20,0.001,1.173852
37,216786113,20,0.001,1.036131
181,1052560785,20,0.001,1.176044
594,3143512465,20,0.001,1.219074
709,3876295064,20,0.001,1.135392
335,1882035438,20,0.001,0.921643
353,1986934876,20,0.001,1.224665
547,2932601263,20,0.001,1.10403
460,2448918602,20,0.001,1.080373
300,1713094143,20,0.001,0.942658
554,2961926555,20,0.001,1.110518
774,4135776717,20,0.001,1.233701
535,2824880552,20,0.001,1.16007
108,639556787,20,0.001,1.092071
98,584030681,20,0.001,0.843381
771,4124951723,20,0.001,1.148234
297,1696717655,20,0.001,0.982157
712,3887599921,20,0.001,1.291048
61,397905515,20,0.001,0.91776
329,1863500636,20,0.001,1.140298
5,39902650,20,0.001,0.919626
464,2466057392,20,0.001,1.146469
743,4008632452,20,0.001,1.075829
505,2653050075,20,0.001,0.947717
290,1663235101,20,0.001,0.985559
689,3723888822,20,0.001,1.133072
86,519585921,20,0.001,1.361518
266,1555037757,20,0.001,1.259102
39,243371005,20,0.001,0.757237
330,1866164957,20,0.001,1.006971
409,2225124889,20,0.001,1.236111
714,3902311213,20,0.001,1.151303
427,2289301305,20,0.001,1.594193
25,148120861,20,0.001,1.1852
526,2753642846,20,0.001,1.150574
76,472220680,20,0.001,0.930198
365,2049139164,20,0.001,0.970961
754,4041825666,20,0.001,1.202848
574,3060991435,20,0.001,1.121353
558,2989573618,20,0.001,1.063013
477,2507900402,20,0.001,1.275387
303,1724073766,20,0.001,1.168435
313,1791796778,20,0.001,1.157996
157,896525782,20,0.001,1.100313
385,2135266170,20,0.001,1.104558
262,1541173015,20,0.001,1.143789
196,1142932613,20,0.001,0.905582
155,866784552,20,0.001,0.877886
400,2183847411,20,0.001,1.144186
418,2262272108,20,0.001,1.026906
663,3573854486,20,0.001,1.165223
549,2936119111,20,0.001,0.898339
293,1680810593,20,0.001,0.990805
729,3955979602,20,0.001,1.02667
643,3434441203,20,0.001,1.340386
596,3172834229,20,0.001,0.904294
600,3185467481,20,0.001,1.239213
166,941311679,20,0.001,1.028551
475,2497828035,20,0.001,1.143779
116,673966379,20,0.001,1.36632
749,4013194867,20,0.001,0.873703
448,2395239155,20,0.001,1.011594
730,3957205804,20,0.001,0.993143
6,52656976,20,0.001,1.289621
34,211363302,20,0.001,1.117173
277,1589903630,20,0.001,0.98212
41,265269413,20,0.001,1.226906
10,71224468,20,0.001,0.983456
690,3735593747,20,0.001,1.107417
344,1930364899,20,0.001,1.077146
575,3065720681,20,0.001,0.938105
623,3286057775,20,0.001,1.253982
762,4092324967,20,0.001,1.096516
723,3933669813,20,0.001,1.310432
660,3548145907,20,0.001,0.975048
486,2557940651,20,0.001,1.091286
742,4007076560,20,0.001,1.223494
248,1453106942,20,0.001,0.999304
245,1424872628,20,0.001,1.137295
298,1699009411,20,0.001,0.927808
479,2521842202,20,0.001,1.041737
422,2267510377,20,0.001,1.063554
62,401675328,20,0.001,0.894818
45,273504528,20,0.001,0.980136
194,1137866229,20,0.001,1.182481
538,2847835411,20,0.001,1.058939
641,3409443031,20,0.001,1.041939
476,2506811872,20,0.001,1.21618
704,3854720369,20,0.001,0.865904
356,1996252896,20,0.001,1.026301
197,1154008649,20,0.001,1.005427
28,161633165,20,0.001,1.409258
734,3990164418,20,0.001,1.20778
92,558458086,20,0.001,1.135085
169,975009524,20,0.001,1.080127
103,604155025,20,0.001,0.848926
783,4182502943,20,0.001,0.881528
4,28733316,20,0.001,0.810142
397,2172497549,20,0.001,1.061952
752,4033508543,20,0.001,1.050743
63,413165419,20,0.001,1.09284
237,1377423930,20,0.001,1.130365
60,396655087,20,0.001,0.899229
387,2141301284,20,0.001,0.992356
133,730718496,20,0.001,0.940732
192,1122377977,20,0.001,1.025193
784,4185953520,20,0.001,1.078161
614,3242341532,20,0.001,0.983668
324,1835568329,20,0.001,0.982694
256,1505764142,20,0.001,1.063601
117,676077568,20,0.001,1.021962
215,1251431559,20,0.001,1.134907
301,1717030948,20,0.001,1.2279
119,676253911,20,0.001,1.213245
701,3845349337,20,0.001,1.005557
342,1922497550,20,0.001,1.11803
757,4066938914,20,0.001,0.979845
705,3861634509,20,0.001,1.195085
220,1272288745,20,0.001,1.030375
32,184959732,20,0.001,1.056177
595,3150390826,20,0.001,1.165751
675,3666569384,20,0.001,1.065768
707,3868251227,20,0.001,1.358435
666,3579813917,20,0.001,1.312453
672,3637080602,20,0.001,0.791794
87,541196390,20,0.001,1.107809
73,458481199,20,0.001,1.361963
576,3071709870,20,0.001,1.387887
340,1912821113,20,0.001,0.922692
778,4160976551,20,0.001,0.844807
26,151839516,20,0.001,0.868082
125,706631431,20,0.001,1.142052
190,1120274922,20,0.001,0.832577
390,2145095870,20,0.001,1.04329
644,3448916239,20,0.001,1.498796
288,1652759665,20,0.001,0.876098
638,3400455780,20,0.001,0.852885
589,3118935322,20,0.001,0.881044
794,4253578573,20,0.001,0.938227
184,1069307391,20,0.001,0.922138
598,3175230534,20,0.001,0.930644
33,198446591,20,0.001,0.982031
251,1469407407,20,0.001,0.809179
741,4006811095,20,0.001,0.939074
652,3493870620,20,0.001,0.940294
679,3679196966,20,0.001,1.245875
508,2659716458,20,0.001,0.698558
501,2644009808,20,0.001,1.384982
331,1868188737,20,0.001,0.900411
635,3386362128,20,0.001,1.017381
507,2658514171,20,0.001,1.007991
443,2371197261,20,0.001,1.146397
233,1355626407,20,0.001,0.97708
100,585489886,20,0.001,1.052604
314,1796087701,20,0.001,1.099212
174,991190390,20,0.001,1.016879
566,3018634836,20,0.001,0.947069
405,2211282408,20,0.001,0.726859
23,147424866,20,0.001,1.22611
489,2585143696,20,0.001,1.489371
80,487066478,20,0.001,1.19671
147,832261572,20,0.001,1.060709
315,1797484985,20,0.001,0.935985
436,2332185607,20,0.001,0.985977
89,554043425,20,0.001,1.135628
75,469337765,20,0.001,0.998594
323,1834936228,20,0.001,0.998429
372,2092816440,20,0.001,1.132656
493,2597160931,20,0.001,0.855527
693,3763401080,20,0.001,1.098611
605,3210919292,20,0.001,0.914444
556,2982351522,20,0.001,1.097212
444,2373182733,20,0.001,1.250673
362,2036095558,20,0.001,1.061709
428,2289677784,20,0.001,1.013657
141,759366544,20,0.001,1.070619
358,2001446305,20,0.001,1.04479
628,3317131472,20,0.001,1.10027
210,1224758575,20,0.001,0.971645
579,3074781400,20,0.001,1.247889
162,918982215,20,0.001,1.051442
246,1428457261,20,0.001,1.158941
363,2042412822,20,0.001,0.765853
495,2621082007,20,0.001,0.854024
1,2585565,20,0.001,1.100133
740,4005091998,20,0.001,0.934791
109,641498662,20,0.001,1.018147
368,2083231923,20,0.001,1.328723
115,672812068,20,0.001,1.059944
14,96603249,20,0.001,0.867307
180,1021872130,20,0.001,1.228338
555,2976126774,20,0.001,1.134099
306,1741312855,20,0.001,0.8784
608,3221008606,20,0.001,1.136697
24,148053890,20,0.001,1.025452
221,1279531638,20,0.001,1.3815
129,717391268,20,0.001,0.895214
645,3450842335,20,0.001,0.983934
392,2149319987,20,0.001,1.162206
586,3111251398,20,0.001,0.950942
401,2187548497,20,0.001,1.184055
143,781251858,20,0.001,1.02205
379,2115972809,20,0.001,0.915942
227,1327424429,20,0.001,1.083841
47,292318348,20,0.001,1.393188
626,3294715979,20,0.001,0.976678
391,2145378635,20,0.001,0.953958
410,2234307340,20,0.001,0.981314
497,2621588390,20,0.001,1.17928
364,2043604092,20,0.001,1.254083
781,4172528930,20,0.001,1.020745
565,3009626575,20,0.001,0.850119
354,1987728663,20,0.001,1.15845
267,1560023934,20,0.001,1.038926
84,507496632,20,0.001,0.907995
462,2452641052,20,0.001,0.820513
110,644326255,20,0.001,1.25076
209,1215284886,20,0.001,0.996996
145,783459538,20,0.001,0.849656
51,345973407,20,0.001,1.261258
242,1402379614,20,0.001,1.050595
309,1749500094,20,0.001,0.974123
120,689014779,20,0.001,0.923053
118,676106764,20,0.001,0.984355
777,4156489662,20,0.001,1.216201
457,2440992039,20,0.001,1.252124
753,4034223012,20,0.001,0.979743
211,1225371478,20,0.001,1.178512
304,1736468365,20,0.001,0.981802
779,4162789371,20,0.001,0.98823
502,2644119078,20,0.001,0.865474
366,2069021975,20,0.001,1.291021
124,701262332,20,0.001,1.212844
178,1017813104,20,0.001,1.16015
38,222115573,20,0.001,1.061169
183,1058977134,20,0.001,1.020677
126,709488003,20,0.001,1.100987
66,441903163,20,0.001,1.210595
112,652792014,20,0.001,0.838871
569,3047914943,20,0.001,1.063377
77,474476532,20,0.001,1.071972
582,3091059649,20,0.001,0.930568
346,1951396201,20,0.001,0.986993
381,2120555403,20,0.001,1.047097
763,4095056614,20,0.001,1.11069
761,4090710499,20,0.001,0.968722
529,2776983176,20,0.001,1.017444
333,1877002009,20,0.001,1.018474
349,1965553203,20,0.001,0.907114
544,2900637944,20,0.001,1.115918
773,4129489144,20,0.001,0.963216
302,1718152509,20,0.001,0.969887
345,1938270691,20,0.001,1.044568
715,3902556337,20,0.001,0.912985
22,135371509,20,0.001,0.966098
634,3372558949,20,0.001,1.000849
621,3279533887,20,0.001,1.225061
631,3333650982,20,0.001,1.125788
144,781344883,20,0.001,1.155609
478,2515101458,20,0.001,1.113699
219,1269739939,20,0.001,1.014591
546,2928187655,20,0.001,1.146638
459,2445891866,20,0.001,1.118057
465,2466213103,20,0.001,1.208689
36,216124376,20,0.001,1.177507
275,1577417485,20,0.001,0.928148
0,1636281,20,0.001,1.293539
55,369277049,20,0.001,0.938996
625,3294508113,20,0.01,0.953542
640,3407505284,20,0.01,0.786304
212,1237334616,20,0.01,0.795699
270,1567316106,20,0.01,0.792793
412,2241739480,20,0.01,0.846868
471,2487937366,20,0.01,0.863498
669,3611889259,20,0.01,0.818862
516,2690709307,20,0.01,0.837122
164,932410737,20,0.01,0.88167
637,3395767071,20,0.01,0.830271
130,717615322,20,0.01,0.828581
21,132138180,20,0.01,0.784127
113,653467171,20,0.01,0.85264
218,1268563555,20,0.01,0.811991
506,2656397739,20,0.01,0.777327
58,388515000,20,0.01,0.81983
708,3868261004,20,0.01,0.886124
214,1251138396,20,0.01,0.976033
394,2151880334,20,0.01,0.695595
766,4105568600,20,0.01,0.855699
78,479815976,20,0.01,0.878057
553,2956320264,20,0.01,0.813623
601,3190569566,20,0.01,0.822427
317,1810198714,20,0.01,0.793399
18,109829537,20,0.01,0.832411
367,2072026239,20,0.01,0.847284
541,2862748497,20,0.01,0.813178
206,1193539236,20,0.01,0.827547
388,2142096960,20,0.01,0.872722
232,1355468786,20,0.01,0.846832
289,1662047706,20,0.01,0.878568
540,2861747614,20,0.01,0.765862
687,3721306153,20,0.01,0.742817
234,1356025002,20,0.01,0.722463
321,1828261471,20,0.01,0.961373
398,2178077735,20,0.01,0.78103
552,2953303914,20,0.01,0.898138
499,2633060670,20,0.01,0.905859
717,3907182663,20,0.01,0.891595
12,81376418,20,0.01,0.773242
264,1554171906,20,0.01,0.854144
434,2326594845,20,0.01,0.873018
696,3806162886,20,0.01,0.918399
68,444574582,20,0.01,0.918029
229,1334454980,20,0.01,0.836277
648,3489233701,20,0.01,0.785559
639,3406430428,20,0.01,0.846376
128,715389675,20,0.01,0.883223
426,2286060493,20,0.01,0.828425
684,3715025430,20,0.01,0.838757
725,3937593489,20,0.01,0.796853
263,1547018033,20,0.01,0.852522
187,1087633206,20,0.01,0.848746
587,3114679737,20,0.01,0.79678
697,3814889138,20,0.01,0.83612
617,3254095427,20,0.01,0.807102
799,4293992114,20,0.01,0.821594
195,1142369558,20,0.01,0.785193
435,2329735936,20,0.01,0.792454
599,3176968626,20,0.01,0.771451
670,3626774581,20,0.01,0.982013
134,736222544,20,0.01,0.845863
16,99532446,20,0.01,1.043773
699,3826863152,20,0.01,0.690044
561,3002124248,20,0.01,0.777337
667,3593303030,20,0.01,0.822266
570,3051814239,20,0.01,0.788765
421,2265877824,20,0.01,0.751944
613,3241846684,20,0.01,0.769936
616,3251664631,20,0.01,0.968108
581,3077519216,20,0.01,0.696248
442,2364649842,20,0.01,0.693341
369,2083604620,20,0.01,0.976647
585,3104109061,20,0.01,0.702154
557,2986934412,20,0.01,0.809169
571,3052818142,20,0.01,0.845633
102,594246501,20,0.01,0.795334
416,2250412969,20,0.01,0.625064
633,3366535515,20,0.01,0.854245
7,56765849,20,0.01,0.817918
597,3174739715,20,0.01,0.79609
517,2690764351,20,0.01,0.824654
376,2108367997,20,0.01,0.916316
201,1163499228,20,0.01,0.744072
463,2463941285,20,0.01,0.933299
642,3414909485,20,0.01,0.790056
563,3004948968,20,0.01,0.850691
311,1764398295,20,0.01,0.760888
205,1185413329,20,0.01,0.703425
9,68549904,20,0.01,0.789809
48,313382871,20,0.01,0.906897
224,1288653364,20,0.01,0.833541
770,4114599217,20,0.01,0.761845
50,342303009,20,0.01,0.775904
163,928292012,20,0.01,0.817418
160,915591857,20,0.01,0.756674
447,2390678237,20,0.01,0.868517
488,2569099080,20,0.01,0.815107
171,975858868,20,0.01,0.78985
308,1748619445,20,0.01,0.868879
767,4108527187,20,0.01,0.848515
682,3693249371,20,0.01,0.830923
175,998479700,20,0.01,0.74919
11,74293199,20,0.01,0.96107
46,284928499,20,0.01,0.76887
127,712892409,20,0.01,0.71465
40,262694947,20,0.01,0.762837
53,348643470,20,0.01,0.905382
792,4237116011,20,0.01,0.751341
334,1879998130,20,0.01,0.740489
711,3879599126,20,0.01,0.800525
543,2893127821,20,0.01,0.862506
656,3513855289,20,0.01,0.846201
772,4127615786,20,0.01,0.790815
347,1956577538,20,0.01,0.875854
671,3627479877,20,0.01,0.830915
142,765745768,20,0.01,0.74729
490,2586456437,20,0.01,0.823846
695,3782736483,20,0.01,0.791867
320,1826937305,20,0.01,0.928521
514,2687944210,20,0.01,0.845229
352,1984510539,20,0.01,0.784948
361,2028315151,20,0.01,1.007527
703,3851071214,20,0.01,0.955359
99,584334175,20,0.01,0.753884
287,1649231404,20,0.01,0.910873
292,1678548266,20,0.01,0.762092
338,1910092192,20,0.01,0.882033
291,1674184798,20,0.01,0.813472
738,4001806226,20,0.01,0.705563
259,1520882987,20,0.01,0.665698
534,2816552218,20,0.01,0.928135
216,1262924356,20,0.01,0.905602
664,3574567884,20,0.01,0.775438
240,1399431050,20,0.01,0.838811
467,2472048930,20,0.01,0.837529
235,1357486543,20,0.01,0.855396
487,2563941125,20,0.01,0.587536
402,2188713250,20,0.01,0.965835
504,2649893316,20,0.01,0.867499
326,1851520484,20,0.01,0.799236
328,1861950617,20,0.01,0.811205
159,911321210,20,0.01,0.731142
336,1886159209,20,0.01,0.829691
702,3847276037,20,0.01,0.697218
439,2353650934,20,0.01,0.743916
276,1584895659,20,0.01,0.8332
236,1369021779,20,0.01,0.859347
136,745292537,20,0.01,0.745051
548,2936084114,20,0.01,0.751778
52,348011699,20,0.01,0.85317
69,444967542,20,0.01,0.774225
615,3246934513,20,0.01,0.776036
619,3261192944,20,0.01,0.894756
496,2621121542,20,0.01,0.852021
618,3258308272,20,0.01,0.693431
706,3863076800,20,0.01,0.63785
744,4009565933,20,0.01,0.782921
472,2491809171,20,0.01,0.86977
683,3700319749,20,0.01,0.960469
524,2727113025,20,0.01,0.772736
760,4076480937,20,0.01,0.718281
318,1817351433,20,0.01,0.83585
474,2497285268,20,0.01,0.751811
153,861342595,20,0.01,0.761386
170,975156646,20,0.01,0.754837
593,3139800219,20,0.01,0.951756
431,2314519495,20,0.01,0.792289
441,2364231425,20,0.01,0.722226
188,1095492092,20,0.01,0.85127
726,3944383927,20,0.01,0.840039
274,1577402820,20,0.01,0.745842
399,2181939717,20,0.01,0.855685
610,3225872968,20,0.01,0.798099
603,3195701073,20,0.01,0.791016
15,97068529,20,0.01,0.8366
649,3492737188,20,0.01,0.827665
498,2628072843,20,0.01,0.781616
722,3922118773,20,0.01,0.808269
191,1121587185,20,0.01,0.710325
611,3230041760,20,0.01,0.803132
786,4210724956,20,0.01,1.051965
31,183012214,20,0.01,0.784498
785,4195440107,20,0.01,0.848491
231,1346417140,20,0.01,0.850775
79,482127173,20,0.01,0.928145
735,3996180060,20,0.01,0.831725
674,3643118410,20,0.01,0.760994
202,1164060874,20,0.01,0.875932
176,999852485,20,0.01,0.672681
469,2477678121,20,0.01,0.81437
310,1753180552,20,0.01,0.753144
423,2280642471,20,0.01,0.882321
780,4168287510,20,0.01,0.875979
573,3054920737,20,0.01,0.83589
247,1438534482,20,0.01,0.881822
279,1617926037,20,0.01,0.779041
268,1562716170,20,0.01,0.718948
373,2098673600,20,0.01,0.898923
316,1799224522,20,0.01,0.953889
96,580856335,20,0.01,0.839058
455,2437514316,20,0.01,0.816644
550,2943338877,20,0.01,0.788898
572,3053424193,20,0.01,0.927124
518,2694091579,20,0.01,0.79504
468,2473271835,20,0.01,0.839997
148,836139446,20,0.01,0.847806
482,2541197181,20,0.01,0.842555
351,1971484166,20,0.01,0.792155
769,4112185530,20,0.01,0.633587
624,3294013000,20,0.01,0.702602
629,3321819506,20,0.01,0.876901
252,1472390359,20,0.01,0.772831
764,4095548901,20,0.01,0.912839
654,3504972200,20,0.01,0.892948
650,3492893491,20,0.01,0.86654
532,2799390178,20,0.01,0.840554
685,3718607756,20,0.01,0.708179
355,1990565386,20,0.01,0.769306
380,2116698056,20,0.01,0.800499
751,4029170195,20,0.01,0.827153
156,873528928,20,0.01,0.887865
545,2913565300,20,0.01,0.89606
396,2171375478,20,0.01,0.801412
790,4230484950,20,0.01,0.901303
580,3074899657,20,0.01,0.857008
539,2858412184,20,0.01,0.830906
765,4096716347,20,0.01,0.824541
20,113951388,20,0.01,0.933552
622,3280069301,20,0.01,0.771098
207,1206140304,20,0.01,0.730349
720,3919981646,20,0.01,0.753734
694,3773467844,20,0.01,0.770353
407,2218081895,20,0.01,0.78467
737,3998883404,20,0.01,0.843503
123,698661837,20,0.01,0.804341
95,575978247,20,0.01,0.82757
607,3213404351,20,0.01,0.829952
747,4012949866,20,0.01,0.751027
8,63770697,20,0.01,0.855455
630,3324770988,20,0.01,0.817323
104,611470222,20,0.01,0.836992
520,2708084368,20,0.01,0.826216
378,2110399372,20,0.01,0.809557
523,2727080836,20,0.01,0.883062
758,4069714311,20,0.01,0.964693
698,3821647639,20,0.01,0.853552
559,2992502269,20,0.01,0.786305
371,2092777968,20,0.01,0.780695
173,980874954,20,0.01,0.849234
82,488568334,20,0.01,0.862532
322,1829731540,20,0.01,1.019229
273,1575968805,20,0.01,0.776051
35,213829350,20,0.01,0.750825
494,2609623421,20,0.01,0.914389
208,1206497624,20,0.01,0.848022
167,951959350,20,0.01,0.917856
567,3023607553,20,0.01,0.860627
445,2382346440,20,0.01,0.761951
132,725457662,20,0.01,0.779337
736,3996925899,20,0.01,0.809534
225,1300399558,20,0.01,0.803268
511,2666689594,20,0.01,0.868202
536,2840401791,20,0.01,0.875114
213,1250205866,20,0.01,0.703322
161,917863822,20,0.01,0.781563
657,3522842684,20,0.01,0.757765
149,838642985,20,0.01,0.858228
413,2242720123,20,0.01,0.720609
83,489607384,20,0.01,0.856677
627,3296276165,20,0.01,0.8167
357,2000270744,20,0.01,0.928572
458,2443526863,20,0.01,0.777131
470,2480612162,20,0.01,0.805774
122,697844756,20,0.01,0.79969
154,864008938,20,0.01,0.901114
796,4273763043,20,0.01,0.871135
150,845804599,20,0.01,0.791962
577,3072429963,20,0.01,0.830795
430,2311437751,20,0.01,0.857388
295,1685722815,20,0.01,0.851234
798,4291513028,20,0.01,0.796356
551,2944154307,20,0.01,0.826242
72,452686242,20,0.01,0.818561
250,1458998622,20,0.01,0.812803
13,81840201,20,0.01,0.717128
681,3682284103,20,0.01,0.930255
653,3501718533,20,0.01,0.726633
228,1327433256,20,0.01,0.728632
636,3391064686,20,0.01,0.916305
193,1122984156,20,0.01,0.796213
177,1004678768,20,0.01,0.821869
503,2647815294,20,0.01,0.788856
673,3637313944,20,0.01,0.898326
604,3198439550,20,0.01,0.840532
449,2395779971,20,0.01,0.984248
258,1519477814,20,0.01,0.747783
284,1645407601,20,0.01,0.692235
343,1923391920,20,0.01,0.850678
700,3835206212,20,0.01,0.860003
152,855424845,20,0.01,0.905784
312,1783621750,20,0.01,0.837423
186,1083342261,20,0.01,0.870333
121,694347933,20,0.01,0.854403
733,3986180399,20,0.01,0.905803
750,4020386450,20,0.01,0.800458
74,467725909,20,0.01,0.751541
283,1643975504,20,0.01,0.871473
795,4258389270,20,0.01,0.782951
282,1642417931,20,0.01,0.883295
688,3723487701,20,0.01,0.873349
788,4226823683,20,0.01,0.799648
88,544000584,20,0.01,0.900109
533,2802523470,20,0.01,0.920659
71,450306503,20,0.01,0.930972
97,582450454,20,0.01,0.622241
299,1707304310,20,0.01,0.901907
332,1870588672,20,0.01,0.883383
531,2784932243,20,0.01,0.785361
724,3937175976,20,0.01,0.703166
612,3234827243,20,0.01,0.865004
537,2846745786,20,0.01,0.866699
386,2140462521,20,0.01,0.894651
408,2220098813,20,0.01,0.906079
456,2438164466,20,0.01,1.0794
203,1178591831,20,0.01,0.830744
375,2106044942,20,0.01,0.890007
2,15181484,20,0.01,0.945405
484,2546814766,20,0.01,0.759535
521,2711234365,20,0.01,0.677124
727,3947592915,20,0.01,0.843319
658,3531603583,20,0.01,0.766189
307,1744571866,20,0.01,0.801593
732,3982408282,20,0.01,0.929414
253,1481529021,20,0.01,0.770365
578,3073507751,20,0.01,0.857291
451,2400784315,20,0.01,0.771965
481,2538759175,20,0.01,0.814015
588,3117403381,20,0.01,0.769814
542,2888004167,20,0.01,0.678398
450,2400227150,20,0.01,0.66259
151,849085970,20,0.01,0.734745
515,2690518011,20,0.01,0.835287
271,1571715391,20,0.01,0.819652
655,3513763120,20,0.01,0.744956
718,3916905196,20,0.01,0.773229
583,3093582843,20,0.01,0.802937
452,2409889442,20,0.01,1.091138
787,4218900356,20,0.01,0.905166
665,3577938010,20,0.01,0.678927
319,1822612080,20,0.01,0.814728
241,1401062374,20,0.01,0.874422
453,2410708579,20,0.01,0.85705
382,2124925937,20,0.01,0.731943
606,3212408679,20,0.01,0.728629
691,3741510301,20,0.01,0.731141
406,2217633142,20,0.01,0.827519
285,1647507875,20,0.01,0.834165
437,2334614032,20,0.01,0.761489
350,1971064116,20,0.01,0.715866
249,1453395613,20,0.01,0.748849
179,1018916965,20,0.01,0.757341
686,3718836128,20,0.01,0.807348
659,3538105639,20,0.01,0.871485
739,4002549665,20,0.01,0.736653
419,2262708055,20,0.01,0.690029
29,166003636,20,0.01,0.867445
647,3487994093,20,0.01,0.825966
775,4140069382,20,0.01,0.802479
27,159368359,20,0.01,0.713424
584,3100490675,20,0.01,0.880847
776,4144912136,20,0.01,0.863595
135,743712961,20,0.01,0.877926
90,554441630,20,0.01,0.837739
65,436264222,20,0.01,0.842303
759,4075960328,20,0.01,0.893261
500,2643364798,20,0.01,0.784977
756,4048507978,20,0.01,0.798031
137,751394618,20,0.01,1.019204
56,382671389,20,0.01,0.763978
101,586174267,20,0.01,0.868998
280,1621891552,20,0.01,0.91541
525,2752992798,20,0.01,0.927081
339,1910179590,20,0.01,0.886037
745,4009966614,20,0.01,0.803749
755,4046561081,20,0.01,0.830811
223,1283105626,20,0.01,0.813258
217,1264123378,20,0.01,0.827173
429,2309025518,20,0.01,0.851203
17,107246313,20,0.01,0.867999
510,2662607185,20,0.01,0.82241
81,487164613,20,0.01,0.838836
609,3221356302,20,0.01,0.754263
238,1378550958,20,0.01,0.859751
42,269992899,20,0.01,0.773837
454,2413965186,20,0.01,0.750986
661,3561457000,20,0.01,0.918928
713,3898863325,20,0.01,0.72822
85,513464137,20,0.01,0.973541
746,4012333331,20,0.01,0.887483
793,4250191551,20,0.01,0.907408
294,1682449816,20,0.01,0.834129
620,3276947202,20,0.01,0.738424
438,2350090130,20,0.01,0.762895
168,972809141,20,0.01,0.877758
512,2666889022,20,0.01,0.86942
189,1102366978,20,0.01,0.865438
677,3673015092,20,0.01,0.697242
305,1740657698,20,0.01,0.786787
91,554855744,20,0.01,0.873343
411,2236230105,20,0.01,0.804094
222,1281053093,20,0.01,0.835801
374,2099056470,20,0.01,0.656867
662,3567186481,20,0.01,0.879464
204,1180165428,20,0.01,0.691783
370,2085402742,20,0.01,0.813002
54,356820335,20,0.01,0.880109
107,625934881,20,0.01,0.815653
138,753258402,20,0.01,1.065426
93,558857333,20,0.01,0.896831
286,1648915741,20,0.01,0.755611
527,2762026155,20,0.01,0.753994
185,1081785006,20,0.01,0.798461
359,2023023855,20,0.01,0.783736
341,1914322909,20,0.01,0.824321
415,2248853483,20,0.01,0.815669
433,2324132397,20,0.01,0.898005
327,1854328951,20,0.01,0.780807
646,3459692484,20,0.01,0.763351
200,1162160888,20,0.01,0.940823
384,2129571036,20,0.01,0.9241
716,3904340210,20,0.01,0.854492
139,755005459,20,0.01,0.881324
404,2206623722,20,0.01,0.805042
182,1058247394,20,0.01,0.762561
114,671370736,20,0.01,0.833996
269,1566897210,20,0.01,0.701347
789,4227551937,20,0.01,0.834338
296,1688685383,20,0.01,0.950032
278,1610757762,20,0.01,0.954248
281,1633689763,20,0.01,0.766977
